x,y,z
27.466,165.527,184.631
5.92,1.221,-12.695
36.072,-1.892,35.339
10.62,-175.293,-119.324
-37.476,-72.571,-33.264
18.066,46.509,1.404
-45.898,76.782,148.376
26.184,-137.817,-97.9
37.231,-62.256,8.423
-55.481,44.128,30.09
211.914,204.346,-111.206
-7.568,-25.574,9.155
-77.82,-179.443,113.403
-5.859,-8.728,-92.163
-25.818,13.733,-20.63
171.936,105.652,-23.376
-9.521,153.076,55.359
0.732,77.271,23.376
-72.449,-188.293,-17.09
5.737,-101.44,18.799
5.554,56.458,-17.639
8.911,162.354,26.123
-35.767,-61.523,-5.676
2.93,-82.52,2.38
11.292,75.012,-9.399
-7.202,79.773,31.189
48.035,-114.441,-14.526
-13.611,-32.898,25.635
15.869,97.534,27.1
-63.354,-123.779,-28.687
49.805,-253.296,-110.657
31.067,-37.964,-127.197
-3.845,0.244,1.648
-273.193,-46.082,79.773
-2.136,0.061,-0.244
-0.488,-0.244,-0.244
-0.366,-0.305,-0.244
0.0,-0.366,-0.244
-0.183,-0.366,-0.244
0.488,-0.488,-0.244
-0.061,-0.427,-0.244
0.183,-0.427,-0.183
161.255,-24.109,-21.606
-81.055,-23.865,-446.106
-0.305,-0.61,-0.183
0.244,-0.488,-0.183
0.122,-0.427,-0.183
0.122,-0.366,-0.183
0.122,-0.427,-0.244
0.183,-0.427,-0.183
32.104,85.205,-99.426
-67.932,-231.079,-134.033
-157.837,-27.832,20.935
-0.122,-0.671,-0.183
0.183,-0.427,-0.183
0.122,-0.427,-0.183
0.061,-0.427,-0.183
0.122,-0.488,-0.183
0.122,-0.427,-0.183
0.122,-0.427,-0.183
0.244,0.366,-0.366
95.703,-81.97,269.897
50.781,-278.076,69.58
-172.852,-246.643,22.705
-306.03,-293.945,-109.985
-82.214,-71.777,-143.494
-55.176,159.485,-8.667
-202.454,-272.827,-191.406
-138.184,-156.616,-173.035
-123.779,-182.556,-88.196
-33.936,-34.058,-105.469
-92.346,44.312,-164.551
-42.175,-60.486,-103.333
-96.313,-114.197,-185.181
9.094,11.536,-124.878
41.321,53.162,-36.621
17.395,-13.306,-104.187
-33.569,-27.466,-63.232
-89.661,-84.717,-83.496
-72.876,-41.992,-216.309
20.935,9.216,52.49
41.687,16.846,48.096
82.458,63.599,55.725
-30.823,-18.25,98.145
-43.945,15.32,-262.756
121.643,94.055,-44.739
70.496,57.373,-2.197
0.977,4.761,-0.061
2.319,-1.343,-0.732
2.014,0.0,-0.854
0.061,-0.366,0.854
0.183,-1.709,0.427
3.052,17.944,86.548
-63.538,-18.005,33.63
-4.761,-8.057,12.695
6.226,1.526,-0.61
-0.122,0.61,-0.732
-0.122,-0.427,-0.122
1.221,-0.061,1.892
-2.136,0.488,-11.414
-26.428,-32.532,-76.965
-20.142,-36.865,-15.93
-44.189,-60.608,29.541
-57.8,-57.861,6.226
31.128,-35.034,-76.477
21.545,32.776,-27.71
27.1,33.63,6.226
29.724,36.865,-1.282
36.682,41.199,21.79
52.429,31.799,27.771
29.663,0.305,55.054
35.522,-96.497,-201.477
51.819,48.523,30.945
-55.603,-13.245,139.526
15.503,-95.581,-16.296
-1.16,-71.96,-286.316
316.772,78.552,-310.608
173.096,105.652,10.864
19.836,15.259,12.451
16.724,94.238,187.195
14.771,-9.277,194.58
-41.809,-196.411,163.696
142.212,-73.914,-154.053
153.625,63.232,-197.266
289.551,187.073,-81.177
135.498,133.545,120.911
141.968,138.428,79.102
103.882,145.447,116.028
83.557,61.157,108.643
53.284,11.719,132.996
43.579,3.235,168.152
15.259,-0.183,143.616
50.659,-12.634,145.569
49.011,-62.256,157.837
22.705,-43.518,168.457
11.597,-16.541,100.586
27.71,12.085,113.403
69.153,15.015,47.546
37.537,18.677,65.735
7.69,0.183,-5.493
145.569,71.899,-62.195
-25.085,13.428,-160.095
-68.054,-83.801,-72.815
77.393,31.372,113.342
135.071,115.601,-102.722
-89.966,-122.498,-15.259
-18.25,-81.848,129.211
19.043,3.601,109.192
13.55,17.883,-0.671
-4.028,0.244,9.155
87.708,66.589,38.452
171.021,-11.902,195.374
73.181,25.452,38.879
-17.09,-31.799,-237.244
-37.598,-65.247,22.644
-47.546,4.517,202.209
61.34,55.298,95.52
44.922,61.523,85.388
21.057,-25.269,121.094
-0.61,-42.358,105.103
-83.313,-48.218,122.559
-98.938,-10.498,-13.672
-185.181,-36.865,-79.59
192.2,67.566,-251.465
-124.512,22.4,-89.783
-118.591,-32.776,127.502
55.969,15.625,26.245
130.188,-4.944,-166.931
60.12,-84.045,-203.247
-25.391,-99.548,120.361
-1.587,78.857,-46.509
-78.979,-111.816,100.22
59.692,-144.958,0.549
45.41,-82.458,8.057
18.005,-31.25,-164.978
117.737,20.691,-155.334
-56.58,-189.758,209.351
18.616,-154.846,116.394
44.556,-159.973,6.226
-38.574,-167.725,39.856
-26.672,-109.192,-203.796
74.89,-11.658,-226.135
-16.785,-114.563,-183.35
-97.778,-184.998,-41.077
-8.484,-65.735,-185.181
-27.527,-221.802,180.481
112.671,128.418,-67.383
95.459,104.37,-27.527
198.486,123.352,-122.803
-16.846,-22.766,-83.618
31.311,110.901,-7.08
-38.757,-28.625,-30.762
-228.21,11.536,7.141
0.122,-0.488,-0.183
0.183,-0.183,-0.183
0.122,-0.061,-0.305
0.244,-0.366,-0.183
0.122,-0.366,-0.183
0.122,-0.427,-0.183
0.183,-0.366,-0.183
0.122,-0.366,-0.183
0.244,0.0,-0.305
-25.269,21.423,4.028
-19.348,40.405,-353.088
46.814,-293.091,263.245
-229.553,-230.408,164.978
-171.753,-76.111,58.96
-28.687,-31.494,108.582
58.838,20.264,9.399
116.333,78.003,-3.54
48.157,-127.319,211.06
-114.136,68.298,-326.904
125.793,55.542,71.899
22.278,-24.536,83.496
21.973,-6.897,-60.303
-15.137,-56.091,119.019
46.631,33.142,-84.961
-44.556,-60.608,104.492
68.481,46.753,-66.65
-47.913,-44.861,87.158
-2.686,-29.541,-191.589
-1.404,21.484,90.759
-76.965,-20.996,-118.53
57.556,-19.897,-113.586
14.343,1.648,6.348
5.92,23.132,33.02
1.099,-0.671,-2.441
2.258,-3.601,-2.625
17.334,10.559,-15.442
-1.282,17.212,43.64
1.282,-0.549,-0.549
-1.038,-0.854,-0.305
-0.427,-1.16,-0.305
-14.893,-12.817,-15.137
-8.85,-5.432,-8.423
-43.335,-39.917,-85.999
-38.513,-36.194,-58.105
-31.433,24.048,155.945
37.537,-61.523,-25.33
10.071,18.677,43.945
64.148,-138.916,-118.958
26.123,-17.578,75.439
57.19,-156.921,-88.684
118.896,73.669,77.148
26.428,-120.789,98.328
163.452,207.947,-74.89
-101.99,-156.799,263.977
162.048,-24.048,-130.249
15.747,17.456,1.648
-6.531,-251.465,128.784
87.646,73.12,13.733
1.77,-74.28,96.008
125.122,63.293,-208.252
-16.357,-33.264,93.811
-19.653,-89.905,-61.035
44.983,44.006,75.256
-31.067,-128.235,119.629
-7.629,26.489,-120.483
-32.41,-16.418,132.996
0.366,-44.006,-46.875
57.312,60.486,49.316
-41.138,-126.282,136.963
35.4,-5.859,-141.052
121.704,65.002,-58.35
-3.479,-122.742,83.679
100.342,41.748,-172.363
3.601,3.662,79.773
-66.345,-137.573,60.547
172.18,83.618,-177.612
-18.494,-37.598,89.966
-0.305,-56.519,-46.021
81.238,40.405,25.818
-18.921,-116.516,72.327
184.387,142.151,-185.303
33.875,-34.668,102.356
9.766,-47.485,-90.454
12.085,-29.297,85.571
-6.042,-85.144,-37.964
20.264,-13.733,93.018
-45.227,-103.943,61.768
207.214,107.056,-244.873
22.217,-13.0,51.636
-4.456,-56.152,-130.371
79.834,50.964,28.442
-48.645,-136.23,61.401
194.763,60.974,-127.991
23.071,-52.917,89.539
51.941,-83.496,-137.451
44.434,17.09,61.035
37.048,-175.232,30.151
192.688,62.073,-217.896
1.587,-28.87,148.621
-7.263,-11.047,-1.16
59.265,78.186,-3.906
-14.221,-10.01,110.718
-11.78,-73.059,13.977
64.148,39.917,-69.336
-12.268,-28.137,85.083
-3.54,-83.313,-109.802
45.654,36.804,9.46
12.268,-49.744,12.329
61.096,23.865,-60.242
-11.047,9.399,62.622
-10.681,-15.076,-54.443
33.02,22.522,26.245
-34.241,-80.261,128.601
148.132,88.196,-43.884
-39.917,-30.518,100.769
-5.371,-77.026,-94.971
31.86,22.095,39.551
-32.532,-142.761,75.012
105.591,141.968,-211.914
49.744,15.747,43.396
-31.86,-125.671,101.501
114.136,68.481,-121.46
-130.859,-123.291,120.361
-46.265,-121.155,2.502
97.168,53.772,-139.832
37.354,18.616,7.324
-30.334,-75.439,49.438
58.472,29.724,6.897
-30.884,-47.607,144.287
-45.593,-102.966,-14.343
153.32,58.228,-90.027
24.414,-8.118,128.723
-11.536,-102.966,24.414
80.627,37.842,-146.606
122.437,37.415,37.415
-3.845,-69.763,75.806
28.625,-2.93,-164.856
95.032,52.734,-2.991
23.071,-14.832,73.792
-23.926,-49.194,-120.911
94.971,94.055,-84.778
71.045,46.448,37.598
-26.733,-16.846,90.942
-57.129,-96.008,91.553
-82.947,-135.742,-30.823
0.854,-13.123,-88.806
24.536,20.264,-122.253
57.434,18.555,-35.889
107.971,93.384,-46.082
84.595,43.518,15.259
29.358,-5.676,39.612
-28.564,15.93,200.439
-34.546,7.446,138.794
6.958,-68.97,27.344
16.602,-38.086,-72.021
11.169,24.475,-109.619
3.601,-91.309,19.409
-32.532,-93.018,49.5
-6.47,-100.83,-67.871
-43.213,-60.73,-26.062
-56.641,-61.279,21.301
5.493,16.663,6.958
8.728,27.71,6.47
2.319,-15.015,-7.202
2.136,0.61,3.052
-9.338,5.92,53.467
61.218,85.022,8.545
39.062,50.476,-112.976
169.25,82.031,-98.45
126.648,115.723,-96.619
39.185,116.15,2.93
80.383,76.66,2.625
86.975,79.285,9.583
115.295,95.764,-70.923
49.866,44.617,-108.765
-61.707,-49.744,-51.331
-11.536,-172.119,-70.19
2.136,-7.568,-11.047
-53.894,-19.958,66.101
52.307,5.676,58.105
7.751,114.99,121.216
23.865,58.838,49.011
60.181,39.673,22.095
64.392,53.101,-106.567
-19.409,-20.813,-36.743
3.723,-1.16,1.16
-9.033,-12.207,-5.005
39.49,38.147,24.17
-0.671,-3.784,-2.869
-0.793,-0.61,-2.319
82.092,51.88,-28.687
68.909,98.022,66.101
45.715,-93.75,192.078
221.252,96.863,-134.277
-54.749,-4.517,80.566
47.729,9.644,-158.447
0.427,-4.089,39.612
102.234,-71.594,-55.237
22.4,24.353,36.011
-2.563,-4.211,4.822
3.235,-0.61,-5.188
-11.047,7.935,35.217
314.819,131.836,-184.57
74.768,67.139,78.857
14.587,-27.893,94.177
1.465,-138.428,168.64
-34.607,-175.781,-88.44
101.135,-63.599,-179.504
144.714,87.28,-139.404
83.862,0.916,75.928
-86.853,-87.341,163.94
-109.253,-142.822,12.878
90.027,67.993,-189.697
176.758,72.021,-178.65
18.188,16.846,3.906
27.527,-34.729,123.596
13.367,-47.791,125.488
13.977,-30.334,49.011
-10.01,-49.438,-67.139
172.668,125.549,-143.127
32.166,11.353,91.431
130.31,0.061,154.602
-49.744,-185.059,46.509
10.376,-94.36,-193.115
224.121,55.42,-120.911
105.652,58.594,68.726
11.353,-14.648,125.732
-33.752,-189.758,203.125
-80.872,-153.259,8.24
11.475,24.475,-193.909
111.145,76.965,-98.694
35.4,60.852,42.053
36.194,29.48,42.114
56.091,-21.79,122.62
13.306,-88.318,159.485
-15.32,-86.304,-128.906
68.237,51.331,17.151
-15.808,-140.015,113.647
-26.184,-135.742,-65.735
-43.091,-48.096,-144.958
40.833,50.72,-31.128
37.842,-60.73,132.69
-5.371,-15.625,-14.343
-5.92,-23.438,-22.522
0.427,-1.77,-1.831
7.507,1.526,14.954
56.213,53.101,6.287
12.512,-129.456,176.941
-36.682,-120.361,18.799
-43.457,-117.249,30.823
207.153,10.193,56.946
226.257,113.22,19.531
231.873,103.76,28.931
212.341,28.015,20.264
69.58,-29.175,119.629
160.095,12.39,41.26
153.687,167.053,0.61
80.566,25.574,70.496
11.719,-203.43,88.745
2.625,-182.007,28.748
-0.244,7.568,7.812
-0.366,-1.343,-1.16
0.061,-0.61,-0.61
0.977,0.183,0.0
-0.305,-0.244,-0.244
0.793,0.305,-1.221
-84.473,-174.194,50.171
-32.227,-92.59,-92.896
134.888,162.964,-61.523
44.556,28.748,52.185
-37.903,-125.366,86.487
-41.626,-123.779,77.881
-63.904,-66.711,-11.353
-20.63,-37.659,-175.415
121.155,59.998,-248.962
91.003,81.726,-129.822
135.559,98.145,-83.801
-71.228,-51.514,216.797
105.347,140.808,10.986
-24.292,24.414,26.367
42.419,41.443,-137.39
68.665,1.892,-220.703
107.544,113.22,-72.754
1.343,-0.366,-1.465
90.454,141.113,18.188
178.65,169.739,-59.387
26.55,-11.902,76.904
39.734,-164.612,-17.09
50.659,118.652,-198.608
0.122,34.546,43.03
60.669,-24.292,75.317
1.648,7.141,-4.517
218.628,234.07,-49.988
17.7,-151.062,226.746
-28.198,-98.694,8.728
163.818,208.923,31.738
37.415,-35.4,73.73
5.493,-130.859,-70.129
143.738,137.695,-65.552
56.519,29.114,76.172
-43.03,-232.422,65.186
-7.324,-229.004,66.589
-95.337,-102.478,-12.451
76.721,84.167,1.831
16.418,12.39,1.282
103.516,33.997,47.913
23.56,-150.574,66.956
41.077,-25.757,-112.183
-2.563,-20.02,-92.407
45.471,50.293,-22.949
135.803,153.381,-4.028
-46.936,-108.948,110.718
-41.809,-189.087,-4.639
-47.852,-189.27,-11.841
6.348,-39.368,-28.381
11.414,-14.709,12.817
0.427,5.31,0.061
0.244,-0.61,-4.639
-5.31,-35.278,4.517
-7.324,-5.005,6.836
13.0,9.949,-6.714
-3.357,-9.949,0.061
3.906,14.465,-2.869
-6.226,-5.737,-1.16
-25.391,-19.958,9.583
-24.231,-1.831,5.798
-39.551,3.235,0.793
41.077,27.649,-12.817
4.578,-3.967,-3.967
-26.001,3.784,6.897
13.428,25.146,-15.198
-4.639,-3.845,4.822
17.334,8.362,2.686
-0.305,5.127,-4.761
-9.277,2.808,-1.038
-0.427,-13.855,7.629
-11.536,26.184,-34.363
150.818,209.29,20.081
12.817,-39.978,6.287
31.067,-71.899,23.193
-216.858,-28.931,71.655
342.651,91.98,38.086
178.101,-149.658,135.254
29.297,-53.406,110.962
239.197,-50.903,-181.519
-6.836,46.143,167.053
42.786,38.635,-77.148
11.414,-48.523,149.719
216.858,8.118,-182.495
-86.792,-77.393,134.216
-39.856,-69.397,-126.526
25.757,27.649,65.002
16.479,-273.926,-27.405
130.493,112.244,97.107
-24.109,-111.389,48.462
140.198,-23.438,161.926
-34.912,-97.717,23.315
32.715,122.681,21.667
93.079,-101.196,73.303
257.019,-89.05,-381.104
-157.532,54.199,147.522
52.612,-277.771,-23.865
186.401,139.832,106.934
45.715,-61.462,136.23
49.377,-55.237,-165.405
118.774,38.147,15.32
-6.531,-57.068,118.896
-118.652,-159.729,48.889
75.867,58.899,-104.553
21.667,-63.721,114.38
35.767,-44.25,-181.396
47.119,15.686,15.198
14.221,-38.696,131.531
-19.836,-75.928,-147.766
116.15,87.219,41.565
59.448,-252.197,149.719
397.278,-105.53,-317.139
20.691,143.494,87.891
-55.115,-196.106,219.604
-4.7,-150.33,-14.282
158.63,118.713,-308.289
65.796,54.199,-4.639
35.522,-87.952,140.808
-31.799,-182.19,141.357
-45.044,-38.513,-118.469
16.663,41.077,-18.86
25.33,-38.696,63.232
-3.357,-130.371,112.488
30.579,19.531,-9.705
6.653,-30.029,34.302
56.152,7.751,-34.729
41.26,13.184,41.565
-20.081,-37.842,30.945
16.846,34.729,-46.631
37.781,18.433,44.312
13.367,8.057,5.066
-5.981,2.014,-3.174
-2.319,-3.479,0.732
-2.319,-1.892,-3.479
3.845,2.38,1.77
-2.869,3.174,-3.662
1.77,-0.793,-0.916
-0.854,-0.732,-0.122
-1.892,1.221,-1.16
1.16,-1.099,-0.122
0.61,-2.136,-0.244
1.465,-0.305,-0.61
-1.038,-0.061,0.305
-0.793,-1.038,-0.854
1.221,6.47,-3.662
-4.944,1.404,1.282
0.61,0.061,-1.953
82.031,9.155,27.344
-0.61,-40.466,86.67
-51.514,-181.641,89.355
-10.376,-58.228,68.787
-41.809,-83.557,82.275
21.606,12.512,-4.333
-127.441,-75.195,17.822
7.996,-5.005,2.319
0.916,-0.061,-0.793
6.165,4.639,-6.897
3.845,-1.587,2.197
10.01,-8.911,10.925
-8.057,-1.709,0.61
-1.831,-2.319,1.587
-6.775,-2.075,4.822
0.61,-1.343,-1.221
-1.892,1.526,0.061
0.916,-0.061,-1.648
-0.244,1.648,-2.93
-2.075,0.366,-1.282
81.604,6.042,-24.841
57.19,28.748,-196.228
164.001,-13.855,-194.031
201.233,150.757,-68.42
81.116,91.309,49.011
47.607,17.273,0.061
-65.979,-64.453,218.567
-11.292,0.366,126.892
74.097,62.378,-16.907
64.392,89.294,-171.631
8.423,79.773,-154.541
63.782,66.284,-190.979
37.048,48.279,-151.55
-3.235,39.246,-66.223
-45.898,40.527,-131.531
-12.39,14.038,-56.396
1.953,11.23,-56.152
31.433,29.297,7.812
-3.967,15.625,79.651
-50.964,-83.069,101.685
-27.954,-47.668,124.939
-2.441,-58.533,42.542
36.011,-108.276,43.579
7.263,-16.541,125.305
12.512,-6.348,139.404
20.935,-22.156,111.877
26.733,4.517,38.025
45.959,7.996,-0.793
32.227,44.739,20.752
-10.437,41.565,46.631
25.757,-65.857,38.269
-54.077,-75.439,-99.243
-22.949,-47.852,-15.869
11.78,-3.235,-142.578
40.771,11.841,-21.667
30.823,41.443,11.047
8.057,3.784,99.121
-20.752,5.188,34.79
-5.981,24.353,10.681
0.244,-5.188,-3.784
31.921,16.479,17.151
18.738,6.531,45.288
-1.587,-45.471,1.038
1.77,-1.099,-7.141
0.427,0.732,0.061
-0.122,-0.183,-0.549
1.282,-0.183,-0.732
-0.732,-1.099,-0.977
1.587,0.732,-0.488
4.761,30.151,-47.791
19.897,144.409,5.554
0.061,-0.061,-0.488
0.183,-0.61,-0.244
-0.305,-0.305,-0.122
0.183,-0.61,-0.183
0.244,-0.427,-0.244
0.122,-0.488,-0.244
0.183,-0.488,-0.244
0.183,-0.488,-0.244
0.122,-0.488,-0.183
0.122,-0.488,-0.244
0.183,-0.427,-0.244
0.122,-0.488,-0.244
0.122,-0.488,-0.244
0.122,-0.427,-0.244
0.183,-0.549,-0.183
0.122,-0.427,-0.305
0.122,-0.488,-0.244
0.183,-0.488,-0.244
0.061,-0.427,-0.244
0.122,-0.427,-0.244
0.183,-0.427,-0.244
0.183,-0.488,-0.244
0.122,-0.488,-0.244
0.122,-0.488,-0.244
0.122,-0.427,-0.244
0.122,-0.488,-0.244
0.122,-0.488,-0.244
0.183,-0.427,-0.244
0.183,-0.488,-0.244
0.183,-0.488,-0.244
0.183,-0.427,-0.244
0.122,-0.488,-0.244
0.122,-0.488,-0.183
0.183,-0.488,-0.244
0.183,-0.488,-0.305
0.122,-0.427,-0.244
0.122,-0.488,-0.244
0.183,-0.427,-0.244
0.183,-0.549,-0.244
0.183,-0.488,-0.244
0.183,-0.488,-0.244
0.122,-0.488,-0.244
0.122,-0.488,-0.244
0.183,-0.488,-0.244
0.183,-0.488,-0.305
0.122,-0.488,-0.244
0.305,-0.488,-0.244
0.244,-0.549,-0.244
0.061,-0.427,-0.244
0.122,-0.549,-0.244
0.122,-0.427,-0.305
0.183,-0.488,-0.244
0.122,-0.488,-0.244
0.183,-0.427,-0.244
0.183,-0.488,-0.244
0.183,-0.488,-0.244
0.183,-0.488,-0.244
0.122,-0.427,-0.244
0.122,-0.488,-0.305
0.183,-0.549,-0.244
0.183,-0.488,-0.244
0.122,-0.427,-0.244
0.183,-0.488,-0.244
0.183,-0.488,-0.244
0.61,-0.366,-0.366
0.122,-0.488,-0.305
0.183,-0.488,-0.244
0.183,-0.549,-0.244
0.122,-0.488,-0.244
0.183,-0.488,-0.244
0.061,-0.549,-0.244
0.183,-0.488,-0.305
0.122,-0.427,-0.244
0.122,-0.549,-0.244
0.122,-0.488,-0.244
0.183,-0.488,-0.244
0.183,-0.488,-0.244
0.122,-0.488,-0.244
0.183,-0.488,-0.244
0.183,-0.488,-0.244
0.122,-0.488,-0.244
0.183,-0.488,-0.244
0.122,-0.488,-0.244
0.183,-0.488,-0.244
0.122,-0.488,-0.244
0.183,-0.488,-0.244
0.183,-0.549,-0.183
0.183,-0.488,-0.244
0.061,-0.488,-0.244
0.0,-0.488,-0.244
0.122,-0.549,-0.244
0.122,-0.488,-0.244
0.183,-0.549,-0.244
0.122,-0.549,-0.244
0.122,-0.61,-0.244
0.183,-0.549,-0.244
0.122,-0.488,-0.244
0.244,-0.488,-0.305
0.122,-0.488,-0.305
0.183,-0.488,-0.244
0.183,-0.488,-0.244
0.061,-0.488,-0.244
0.183,-0.488,-0.244
0.244,-0.488,-0.244
0.366,-0.244,-0.366
0.122,-0.488,-0.305
0.183,-0.488,-0.244
0.183,-0.488,-0.244
-0.488,-0.488,0.061
-0.244,-0.305,-0.305
0.183,-0.488,-0.244
0.244,-0.488,-0.305
0.549,-0.732,-0.183
0.183,-0.427,-0.305
0.122,-0.488,-0.244
0.183,-0.488,-0.244
0.183,-0.427,-0.244
0.183,-0.488,-0.305
0.183,-0.488,-0.244
0.183,-0.549,-0.244
0.183,-0.488,-0.305
0.183,-0.488,-0.244
0.244,-0.488,-0.244
0.183,-0.549,-0.305
0.244,-0.549,-0.244
0.122,-0.488,-0.305
0.122,-0.549,-0.244
0.183,-0.488,-0.305
0.122,-0.427,-0.244
0.183,-0.549,-0.244
0.183,-0.549,-0.305
0.183,-0.549,-0.305
0.122,-0.488,-0.305
0.122,-0.488,-0.244
0.183,-0.488,-0.244
0.122,-0.488,-0.244
0.183,-0.488,-0.244
0.183,-0.488,-0.244
0.183,-0.488,-0.244
0.122,-0.488,-0.244
0.183,-0.549,-0.244
0.183,-0.488,-0.305
0.183,-0.488,-0.244
0.122,-0.488,-0.244
0.183,-0.549,-0.305
0.122,-0.488,-0.244
0.183,-0.488,-0.305
0.183,-0.488,-0.244
0.122,-0.488,-0.244
0.122,-0.549,-0.244
0.122,-0.549,-0.305
0.122,-0.488,-0.244
0.183,-0.488,-0.305
0.122,-0.549,-0.244
0.122,-0.488,-0.244
0.122,-0.488,-0.244
0.122,-0.61,-0.305
0.183,-0.549,-0.244
0.122,-0.427,-0.244
0.122,-0.549,-0.305
0.183,-0.549,-0.244
0.244,-0.427,-0.305
0.305,-0.427,-0.244
0.183,-0.488,-0.305
0.183,-0.549,-0.305
0.122,-0.488,-0.244
0.122,-0.549,-0.244
0.122,-0.488,-0.305
0.244,-0.488,-0.305
0.122,-0.488,-0.305
0.122,-0.549,-0.244
0.183,-0.488,-0.244
0.244,-0.549,-0.305
0.183,-0.549,-0.305
-15.869,8.118,23.987
-0.61,-0.549,0.061
0.488,-0.61,-0.366
-1.648,-0.916,0.305
-0.122,-0.977,-0.061
0.183,-0.549,-0.244
-0.122,-0.549,-0.244
-0.061,-0.488,-0.244
0.122,-0.488,-0.244
0.183,-0.488,-0.305
0.549,-0.427,-0.366
0.183,-0.549,-0.305
0.305,-0.488,-0.305
0.244,-0.549,-0.244
0.122,-0.549,-0.244
0.122,-0.549,-0.244
0.183,-0.549,-0.305
0.244,-0.549,-0.244
0.183,-0.549,-0.305
0.061,-0.549,-0.305
-0.183,-0.61,-0.427
0.183,-0.488,-0.305
0.183,-0.488,-0.305
0.183,-0.549,-0.305
0.183,-0.488,-0.305
0.122,-0.488,-0.244
0.122,-0.488,-0.244
0.244,-0.488,-0.305
0.183,-0.488,-0.244
0.183,-0.488,-0.244
0.122,-0.488,-0.305
0.061,-0.488,-0.305
0.122,-0.488,-0.305
0.244,-0.549,-0.305
0.122,-0.488,-0.244
0.122,-0.549,-0.305
0.244,-0.549,-0.305
0.183,-0.488,-0.305
3.296,0.793,-3.174
1.16,-1.282,1.953
0.854,-0.488,-0.427
0.305,-0.549,-0.366
